Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Learned,Cuts: Gomory,Cuts: Cover,Cuts: Implied bound,Cuts: Projected implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Zero half,Cuts: Network,Cuts: RLT,Cuts: Relax-and-lift,Cuts: BQP,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Mod-K,Cuts: Lift-and-project,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: PSD,Cuts: Knapsack,Cuts: Mixing,Cuts: Inf proof,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-07-11 14:56:14,8,8,4,100375,59520,414615,0xd04f5181,375,58905,50745,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,2.89,68546,59280,295170,279.4,62968,41.0,0,2435,2981685,7200.53,5167.57,520.4,292.5,0.437932,,10.0,100.0,55.0,71.0,45.0,124.0,4.0,286.0,98.0,52.0,,95.0,53.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC103-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC103-25.xml_log.log""",4,0,13.0.2,RC1-25,993.0,101368.0,43.7932
linux64,2026-07-11 18:58:26,8,8,4,100645,59790,418290,0x2157b744,375,59175,51015,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,4.32,68846,59550,297915,277.6,43900,29.71,0,39904,5665153,7200.05,6620.18,,283.6,,,14.0,26.0,16.0,31.0,2.0,39.0,8.0,475.0,2.0,5.0,,30.0,24.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC104-25.xml_log.log,1,,,,,,,,,,,1.0,"""src/Resultados/Restriccion_solo_cliques/logs/RC104-25.xml_log.log""",4,0,13.0.2,RC1-25,673.0,101318.0,
linux64,2026-07-11 23:00:06,8,8,4,96955,57315,411000,0x56942336,345,56730,48555,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,2.26,66134,57075,282375,362.6,55587,44.71,0,4576,3025688,7213.89,4490.89,,385.0,,,7.0,86.0,29.0,251.0,16.0,64.0,6.0,307.0,125.0,23.0,,38.0,10.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC105-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC105-25.xml_log.log""",4,0,13.0.2,RC1-25,962.0,97917.0,
linux64,2026-07-12 03:02:57,8,8,4,96640,57165,395310,0x3b0bd044,375,56550,48390,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,2.81,66056,56925,282225,297.5,53501,33.24,0,4629,2569780,7207.65,4411.45,,318.2,,,5.0,85.0,19.0,22.0,29.0,30.0,15.0,109.0,64.0,22.0,,102.0,77.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC106-25.xml_log.log,1,,,,,,,,,1.0,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC106-25.xml_log.log""",4,0,13.0.2,RC1-25,580.0,97220.0,
linux64,2026-07-12 07:05:24,8,8,4,97663,58050,405750,0x369c4e3c,375,57435,49275,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,3.54,66959,57810,289950,271.9,44445,26.84,0,18651,5203652,7200.05,7061.37,363.7,282.5,0.22326100000000001,,17.0,131.0,42.0,37.0,22.0,158.0,10.0,944.0,15.0,20.0,,80.0,45.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC107-25.xml_log.log,1,,,,,,,,,,2.0,1.0,"""src/Resultados/Restriccion_solo_cliques/logs/RC107-25.xml_log.log""",4,0,13.0.2,RC1-25,1524.0,99187.0,22.3261
linux64,2026-07-12 11:06:59,8,8,4,97948,58335,409845,0x1c574af0,375,57720,49560,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,2.27,67274,58095,292875,271.3,50294,34.74,0,20761,4549767,7200.12,5218.15,294.5,275.7,0.063837,,11.0,69.0,66.0,27.0,8.0,135.0,36.0,283.0,9.0,8.0,,20.0,32.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC108-25.xml_log.log,1,,,,,,,,,,,2.0,"""src/Resultados/Restriccion_solo_cliques/logs/RC108-25.xml_log.log""",4,0,13.0.2,RC1-25,706.0,98654.0,6.3837
linux64,2026-07-11 08:53:20,8,8,4,129299,78705,1009230,0x3a26ee36,735,77625,66750,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,9.18,90286,78360,418350,651.2,88563,118.67,0,3213,2647572,7201.18,5092.79,,744.1,,4.0,10.0,447.0,21.0,321.0,29.0,144.0,67.0,573.0,506.0,76.0,,190.0,104.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC101-50.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC101-50.xml_log.log""",4,0,13.0.2,RC1-50,2492.0,131791.0,
linux64,2026-07-11 12:55:13,8,8,4,145328,90195,1339740,0x7aeeaed3,750,89010,78135,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,6.85,102026,89760,496875,511.4,89839,119.0,0,2558,1991519,7200.31,4786.03,,553.7,,1.0,4.0,215.0,24.0,11.0,48.0,73.0,19.0,265.0,405.0,111.0,,207.0,33.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC102-50.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC102-50.xml_log.log""",4,0,13.0.2,RC1-50,1416.0,146744.0,
linux64,2026-07-11 16:57:19,8,8,4,148391,93270,1478745,0xe26fb931,750,92040,81165,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,6.72,105236,92790,527490,474.7,44328,18.3,0,2619,1896381,7202.79,5437.49,,508.8,,,11.0,177.0,39.0,41.0,142.0,96.0,11.0,332.0,190.0,170.0,,203.0,32.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC103-50.xml_log.log,1,,,2.03,12.0,0.0,1.5865087e-13,27.0,,2.0,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC103-50.xml_log.log""",4,0,13.0.2,RC1-50,1446.0,149837.0,
linux64,2026-07-11 20:58:58,8,8,4,151110,95970,1511760,0x403a5070,750,94770,83895,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,6.81,108146,95520,555120,464.1,45128,18.71,0,5263,1899951,7201.06,5421.61,,485.5,,,15.0,149.0,36.0,18.0,73.0,322.0,16.0,568.0,74.0,26.0,,88.0,25.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC104-50.xml_log.log,1,,,3.23,13.0,0.0,1.4186287e-12,27.0,,5.0,3.0,,"""src/Resultados/Restriccion_solo_cliques/logs/RC104-50.xml_log.log""",4,0,13.0.2,RC1-50,1418.0,152528.0,
linux64,2026-07-12 01:01:51,8,8,4,139703,86175,1190310,0xe38b7fec,720,85110,74220,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,5.34,97955,85830,470130,585.3,91332,112.27,0,7521,3089232,7200.36,7213.91,,591.2,,,1.0,45.0,131.0,,,66.0,,1.0,24.0,,,156.0,41.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC105-50.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC105-50.xml_log.log""",4,0,13.0.2,RC1-50,465.0,140168.0,
linux64,2026-07-12 05:04:30,8,8,4,140237,86940,1181160,0x3662c1a6,750,85845,74970,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,8.21,98776,86595,479505,498.0,89284,148.77,0,1848,1286004,7200.17,4929.21,,539.7,,,7.0,277.0,34.0,331.0,91.0,196.0,53.0,725.0,311.0,104.0,,194.0,73.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC106-50.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC106-50.xml_log.log""",4,0,13.0.2,RC1-50,2396.0,142633.0,
linux64,2026-07-12 09:05:54,8,8,4,145073,91590,1395195,0xe7783081,750,90495,79620,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,6.3,103490,91245,524670,468.7,43747,12.71,0,1168,2324862,7200.35,4843.96,,489.4,,,14.0,205.0,27.0,13.0,45.0,366.0,11.0,704.0,140.0,57.0,,164.0,51.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC107-50.xml_log.log,1,,,1.66,12.0,0.0,9.2148511e-15,21.0,,4.0,1.0,,"""src/Resultados/Restriccion_solo_cliques/logs/RC107-50.xml_log.log""",4,0,13.0.2,RC1-50,1802.0,146875.0,
linux64,2026-07-12 13:07:33,8,8,4,147668,94185,1515930,0x9a6fc4f1,750,93090,82215,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,7.3,106235,93840,550890,460.7,43347,23.76,0,2505,1865377,7200.57,5276.48,,480.0,,,10.0,50.0,6.0,142.0,4.0,103.0,8.0,252.0,8.0,54.0,,133.0,15.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-50/RC108-50.xml_log.log,1,,,3.65,13.0,0.0,2.942091e-14,33.0,,3.0,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC108-50.xml_log.log""",4,0,13.0.2,RC1-50,788.0,148456.0,
linux64,2026-07-12 15:08:44,8,8,4,110835,64920,441135,0x522e264f,330,64470,56295,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,3.6,74026,64800,306210,325.3,33768,31.09,0,3675,3861211,7200.09,5335.76,534.8,350.3,0.344989,,8.0,26.0,4.0,24.0,8.0,22.0,1.0,133.0,31.0,13.0,,30.0,20.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC201-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC201-25.xml_log.log""",4,0,13.0.2,RC2-25,320.0,111155.0,34.4989
linux64,2026-07-12 19:10:41,8,8,4,114720,67425,462465,0x5afea09d,375,66930,58800,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,2.36,76636,67305,319965,291.2,40124,34.32,0,4325,3149533,7205.15,4749.99,540.1,321.8,0.404184,,6.0,266.0,32.0,55.0,17.0,103.0,5.0,207.0,111.0,76.0,,55.0,45.0,,8,4,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC202-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC202-25.xml_log.log""",4,0,13.0.2,RC2-25,978.0,115698.0,40.4184
linux64,2026-07-12 23:13:59,8,8,4,115260,67965,469815,0x9b19da11,375,67470,59340,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,6.34,77266,67845,324975,279.4,41907,40.27,0,5603,2665873,7200.14,4846.26,439.1,288.2,0.343657,,11.0,44.0,31.0,21.0,11.0,39.0,3.0,98.0,60.0,20.0,,64.0,27.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC203-25.xml_log.log,1,,,,,,,,,,1.0,,"""src/Resultados/Restriccion_solo_cliques/logs/RC203-25.xml_log.log""",4,0,13.0.2,RC2-25,430.0,115690.0,34.3657
linux64,2026-07-13 03:16:32,8,8,4,115515,68220,473280,0xc357da59,375,67725,59595,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.93,77551,68100,327315,277.6,66078,67.35,0,8364,3987973,7200.17,6591.18,304.4,285.6,0.061760999999999996,,11.0,32.0,42.0,37.0,2.0,37.0,3.0,121.0,16.0,38.0,,53.0,32.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC204-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC204-25.xml_log.log""",4,0,13.0.2,RC2-25,424.0,115939.0,6.1761
linux64,2026-07-13 07:18:28,8,8,4,113115,66510,456405,0x8e286432,375,66015,57885,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,2.84,75631,66390,316065,303.2,50797,41.0,0,4431,3144384,7201.17,4632.76,529.7,323.6,0.389088,,8.0,121.0,34.0,29.0,27.0,171.0,14.0,411.0,68.0,53.0,,56.0,81.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC205-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC205-25.xml_log.log""",4,0,13.0.2,RC2-25,1073.0,114188.0,38.9088
linux64,2026-07-13 11:21:18,8,8,4,111540,65625,450735,0xf0cd3356,375,65130,57000,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.15,74731,65505,312540,302.5,53980,51.2,0,5593,4191928,7200.04,6194.1,441.0,316.4,0.28254,,6.0,92.0,29.0,40.0,3.0,74.0,1.0,101.0,50.0,11.0,,80.0,42.0,2.0,8,4,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC206-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC206-25.xml_log.log""",4,0,13.0.2,RC2-25,531.0,112071.0,28.254
linux64,2026-07-13 15:22:12,8,8,4,114034,67245,464295,0xe9081bab,375,66750,58620,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,1.98,76415,67125,321510,275.9,46227,32.37,0,3267,3315951,7200.11,6547.23,364.4,290.2,0.20362200000000003,7.0,9.0,118.0,28.0,105.0,12.0,156.0,6.0,685.0,65.0,25.0,,143.0,103.0,,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC207-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC207-25.xml_log.log""",4,0,13.0.2,RC2-25,1462.0,115496.0,20.3622
linux64,2026-07-13 19:22:59,8,8,4,114726,67845,471855,0x735d29ab,375,67350,59220,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,2.15,77047,67725,326370,271.3,48069,42.24,0,4041,4851278,7200.01,5244.77,294.5,278.8,0.053311000000000004,,19.0,45.0,23.0,36.0,3.0,20.0,5.0,118.0,18.0,6.0,,46.0,38.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-25/RC208-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC208-25.xml_log.log""",4,0,13.0.2,RC2-25,377.0,115103.0,5.3311
linux64,2026-07-12 17:09:29,8,8,4,228124,136185,1452285,0x3dc75ecb,750,135240,118995,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,6.64,154321,135990,676695,564.0,81039,23.13,0,1506,1915029,7200.7,4420.21,,655.0,,,11.0,165.0,43.0,35.0,31.0,464.0,11.0,746.0,112.0,39.0,,124.0,35.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC201-50.xml_log.log,1,,,1.45,16.0,0.0,9.1648911e-14,33.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC201-50.xml_log.log""",4,0,13.0.2,RC2-50,1816.0,229940.0,
linux64,2026-07-12 21:12:35,8,8,4,238579,143880,1659105,0xa3c00e79,750,142935,126690,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,9.79,162226,143685,728175,511.4,81640,37.51,0,3261,1421568,7200.85,5151.28,,523.5,,2.0,4.0,137.0,1964.0,,364.0,1151.0,15.0,44.0,29.0,2.0,,372.0,2869.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC202-50.xml_log.log,1,,,3.37,16.0,0.0,9.9364961e-15,51.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC202-50.xml_log.log""",4,0,13.0.2,RC2-50,6953.0,245532.0,
linux64,2026-07-13 01:15:31,8,8,4,240964,146265,1772640,0xfe60a61d,750,145320,129075,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,10.75,164791,146070,749955,474.7,81540,61.12,0,4544,1049667,7200.08,5559.62,,478.4,,,12.0,,64.0,,18.0,29.0,4.0,2.0,,,,164.0,7.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC203-50.xml_log.log,1,,,2.12,14.0,0.0,1.4321877e-14,76.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC203-50.xml_log.log""",4,0,13.0.2,RC2-50,300.0,241264.0,
linux64,2026-07-13 05:17:18,8,8,4,242824,148125,1867230,0x91ccf6f1,750,147180,130935,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,8.98,166831,147930,767025,464.1,81486,48.62,0,1554,2422739,7200.66,4647.91,,482.9,,1.0,18.0,143.0,154.0,267.0,77.0,418.0,10.0,1152.0,85.0,91.0,,249.0,125.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC204-50.xml_log.log,1,,,2.16,14.0,0.0,2.9087843e-14,58.0,,,3.0,,"""src/Resultados/Restriccion_solo_cliques/logs/RC204-50.xml_log.log""",4,0,13.0.2,RC2-50,2793.0,245617.0,
linux64,2026-07-13 09:20:04,8,8,4,234096,140775,1596375,0xede9702f,750,139830,123585,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,9.91,158956,140580,708975,525.7,81570,53.05,0,2602,1608784,7200.26,4892.78,,559.1,,,9.0,344.0,61.0,151.0,27.0,207.0,16.0,758.0,250.0,23.0,,125.0,76.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC205-50.xml_log.log,1,,,2.44,14.0,0.0,1.9040325e-14,67.0,,16.0,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC205-50.xml_log.log""",4,0,13.0.2,RC2-50,2063.0,236159.0,
linux64,2026-07-13 13:21:58,8,8,4,231306,139275,1590645,0xc19900ba,750,138330,122085,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,9.22,157428,139080,703875,519.0,79611,32.27,0,6968,1921157,7200.13,7125.67,,520.5,,,8.0,20.0,76.0,,4.0,37.0,,1.0,8.0,,,80.0,6.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC206-50.xml_log.log,1,,,1.85,13.0,0.0,2.4664163e-12,45.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC206-50.xml_log.log""",4,0,13.0.2,RC2-50,240.0,231546.0,
linux64,2026-07-13 17:22:49,8,8,4,238182,144495,1754775,0x236cb99a,750,143550,127305,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,7.03,162729,144300,740025,483.6,80737,27.33,0,5037,2583442,7200.14,7680.42,,486.1,,,2.0,10.0,49.0,,,28.0,,,17.0,,,86.0,14.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC207-50.xml_log.log,1,,,1.48,13.0,0.0,3.6492905e-11,37.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC207-50.xml_log.log""",4,0,13.0.2,RC2-50,206.0,238388.0,
linux64,2026-07-13 21:23:29,8,8,4,241396,147525,1885020,0x4c9d8bc4,750,146580,130335,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,7.23,165808,147330,766215,460.7,82933,37.54,0,5127,2187782,7200.23,5545.57,,480.9,,,18.0,231.0,57.0,243.0,110.0,154.0,15.0,701.0,27.0,33.0,,173.0,149.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC2-50/RC208-50.xml_log.log,1,,,1.82,13.0,0.0,7.3607787e-14,47.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC208-50.xml_log.log""",4,0,13.0.2,RC2-50,1911.0,243307.0,
